date,QNH,QFE,temp,RH,DP_temp,visibility
2024/9/4 2:00,1020.8,812.3,18.8,95,18,4000
2024/9/4 3:00,1020.8,812.3,19.6,88,17.6,8000
2024/9/4 4:00,1020.1,811.8,21.7,77,17.6,10000
2024/9/4 5:00,1019.1,810.9,22.9,69,17,10000
2024/9/4 6:00,1018.1,810.1,23.3,73,18.3,30000
2024/9/4 7:00,1017,809.2,23.9,70,18.2,30000
2024/9/4 8:00,1016.4,808.7,21.2,82,18.1,30000
2024/9/4 9:00,1016.1,808.6,18.5,93,17.4,30000
2024/9/4 10:00,1015.7,808.3,19.9,94,18.9,30000
2024/9/4 11:00,1015.6,808.2,19.6,93,18.5,30000
2024/9/4 12:00,1016.1,808.6,18.8,96,18.2,30000
2024/9/4 13:00,1017,809.3,18.7,98,18.4,30000
2024/9/4 14:00,1018.1,810.2,18.8,98,18.5,8000
2024/9/4 15:00,1018.7,810.7,18.6,99,18.4,7000
2024/9/4 16:00,1018.6,810.6,18,98,17.7,10000
2024/9/4 17:00,1021.5,812.9,18.3,99,18.1,10000
2024/9/4 18:00,1021,812.5,18.2,99,18,7000
2024/9/4 19:00,1020.4,812,17.8,99,17.6,6000
2024/9/4 20:00,1019.5,811.3,17.4,99,17.2,5000
2024/9/4 21:00,1019.1,811,17.3,99,17.1,5000
2024/9/4 22:00,1019.1,811,16.6,99,16.4,2000
2024/9/4 23:00,1019.6,811.4,17,100,17,1500
2024/9/5 0:00,1018,810.1,17.6,99,17.4,4000
2024/9/5 1:00,1018.4,810.4,18.6,94,17.6,4000
2024/9/5 2:00,1019,810.9,19.8,87,17.6,7000
2024/9/5 3:00,1019.4,811.2,21.2,80,17.7,10000
2024/9/5 4:00,1019.4,811.2,19.8,89,18,10000
2024/9/5 5:00,1018.9,810.8,19.6,95,18.8,30000
2024/9/5 6:00,1017.9,810,22.2,87,20,30000
2024/9/5 7:00,1016.9,809.2,20.8,87,18.6,30000
2024/9/5 8:00,1017,809.3,18.8,96,18.2,10000
2024/9/5 9:00,1017.4,809.6,18.2,99,18,6000
2024/9/5 10:00,1017.5,809.7,17.7,99,17.5,6000
2024/9/5 11:00,1017.6,809.8,17.7,99,17.5,7000
2024/9/5 12:00,1017.4,809.6,17,99,16.8,10000
2024/9/5 13:00,1017.5,809.7,17.4,97,16.9,10000
2024/9/5 14:00,1018.4,810.4,17.1,96,16.5,10000
2024/9/5 15:00,1019,810.9,16.5,99,16.3,10000
2024/9/5 16:00,1019.5,811.3,16.6,99,16.4,10000
2024/9/5 17:00,1018.4,810.4,18.1,98,17.8,10000
2024/9/5 18:00,1017.9,810,17.9,99,17.7,10000
2024/9/5 19:00,1017.5,809.7,17.7,99,17.5,650
2024/9/5 20:00,1017.4,809.6,17.7,99,17.5,500
2024/9/5 21:00,1017,809.3,17.5,100,17.5,2000
2024/9/5 22:00,1017.1,809.4,17.5,99,17.3,3000
2024/9/5 23:00,1017.6,809.8,17.6,99,17.4,2000
2024/9/6 0:00,1019.1,811,17.3,98,17,30000
2024/9/6 1:00,1019.6,811.4,20.9,82,17.8,30000
2024/9/6 2:00,1020.3,811.9,19.7,91,18.2,30000
2024/9/6 3:00,1020.6,812.2,22,79,18.3,30000
2024/9/6 4:00,1020.9,812.3,24,70,18.3,30000
2024/9/6 5:00,1020.4,811.9,25.5,56,16.2,30000
2024/9/6 6:00,1019.6,811.3,25.3,54,15.5,30000
2024/9/6 7:00,1018.6,810.5,24.7,69,18.7,30000
2024/9/6 8:00,1017.6,809.7,25.3,58,16.6,30000
2024/9/6 9:00,1017,809.2,24.4,61,16.5,30000
2024/9/6 10:00,1016.9,809.1,24.4,67,18,30000
2024/9/6 11:00,1016.5,808.8,23.5,71,18,30000
2024/9/6 12:00,1016.6,809,21.2,87,19,30000
2024/9/6 13:00,1017.4,809.6,20.1,89,18.3,30000
2024/9/6 14:00,1018.5,810.5,18.3,95,17.5,10000
2024/9/6 15:00,1019.4,811.2,18.6,94,17.6,10000
2024/9/6 16:00,1020,811.7,17.8,98,17.5,10000
2024/9/6 17:00,1019.5,811.3,16.7,99,16.5,10000
2024/9/6 18:00,1019.1,811,17.2,97,16.7,10000
2024/9/6 19:00,1019,810.9,17.4,96,16.8,10000
2024/9/6 20:00,1019,810.9,17.2,98,16.9,10000
2024/9/6 21:00,1018.6,810.6,17.3,96,16.7,10000
2024/9/6 22:00,1018.6,810.6,16.9,98,16.6,10000
2024/9/6 23:00,1018.7,810.7,16.7,99,16.5,10000
2024/9/7 0:00,1018.9,810.8,17.1,95,16.3,30000
2024/9/7 1:00,1019.3,811.1,20.9,81,17.6,30000
2024/9/7 2:00,1019.8,811.5,22.4,79,18.6,30000
2024/9/7 3:00,1019.9,811.5,23.8,72,18.5,30000
2024/9/7 4:00,1019.6,811.3,24.2,73,19.1,30000
2024/9/7 5:00,1019,810.8,24.3,69,18.4,30000
2024/9/7 6:00,1018,810,25.7,66,19,30000
2024/9/7 7:00,1017.1,809.3,25.7,62,18,30000
2024/9/7 8:00,1016.2,808.6,27.5,60,19.2,30000
2024/9/7 9:00,1015.9,808.3,26.4,63,18.9,30000
2024/9/7 10:00,1015.9,808.3,23.3,80,19.7,30000
2024/9/7 11:00,1016.6,809,21.2,92,19.9,30000
2024/9/7 12:00,1017.4,809.6,20.8,96,20.2,30000
2024/9/7 13:00,1018.4,810.4,20.5,97,20,20000
2024/9/7 14:00,1019.1,811,19.6,98,19.3,8000
2024/9/7 15:00,1019.8,811.5,19.3,99,19.1,2300
2024/9/7 16:00,1020.1,811.8,18.9,99,18.7,1200
2024/9/7 17:00,1020.1,811.8,17.6,98,17.3,10000
2024/9/7 18:00,1019.9,811.6,16.9,99,16.7,10000
2024/9/7 19:00,1019.5,811.3,16.7,99,16.5,10000
2024/9/7 20:00,1019.1,811,16.9,98,16.6,10000
2024/9/7 21:00,1018.6,810.6,18.8,85,16.3,10000
2024/9/7 22:00,1018.5,810.5,17.2,93,16.1,10000
2024/9/7 23:00,1018.6,810.6,15.9,96,15.3,30000
2024/9/8 0:00,1019.6,811.4,18,99,17.8,30000
2024/9/8 1:00,1020.1,811.8,18.2,99,18,30000
2024/9/8 2:00,1020.6,812.2,18.7,98,18.4,6000
2024/9/8 3:00,1020.9,812.4,20.5,85,17.9,7000
2024/9/8 4:00,1020.6,812.2,20.2,91,18.7,8000
2024/9/8 5:00,1019.6,811.4,22.2,87,20,10000
2024/9/8 6:00,1018.5,810.4,23.2,79,19.4,30000
2024/9/8 7:00,1017.1,809.3,24.4,75,19.8,30000
2024/9/8 8:00,1016.6,808.9,22.5,83,19.5,30000
2024/9/8 9:00,1016,808.5,20.9,94,19.9,30000
2024/9/8 10:00,1015.5,808,21.4,86,19,30000
2024/9/8 11:00,1015.7,808.2,21.5,88,19.5,30000
2024/9/8 12:00,1016.2,808.7,19.6,99,19.4,4000
2024/9/8 13:00,1016.9,809.2,19.4,99,19.2,2500
2024/9/8 14:00,1018.1,810.2,19.4,99,19.2,4000
2024/9/8 15:00,1018.7,810.7,19.2,99,19,900
2024/9/8 16:00,1018.9,810.8,19.1,99,18.9,8000
2024/9/8 17:00,1020.5,812.1,18.6,99,18.4,1600
2024/9/8 18:00,1019.9,811.6,17.5,99,17.3,5000
2024/9/8 19:00,1018.7,810.7,17.6,99,17.4,6000
2024/9/8 20:00,1018.2,810.3,17.1,100,17.1,6000
2024/9/8 21:00,1018.1,810.2,16.7,100,16.7,6000
2024/9/8 22:00,1018.5,810.5,17.4,99,17.2,6000
2024/9/8 23:00,1018.6,810.6,17.6,99,17.4,10000
2024/9/9 0:00,1017.4,809.6,18.4,100,18.4,300
2024/9/9 1:00,1017.7,809.9,18.4,100,18.4,3000
2024/9/9 2:00,1018,810.1,19.4,99,19.2,1500
2024/9/9 3:00,1018.1,810.2,20.6,92,19.3,4000
2024/9/9 4:00,1017.9,810,21.7,85,19.1,15000
2024/9/9 5:00,1017,809.3,21,95,20.2,15000
2024/9/9 6:00,1015.7,808.2,21.9,91,20.4,15000
2024/9/9 7:00,1015,807.7,20.5,98,20.2,10000
2024/9/9 8:00,1014.2,807.1,21,92,19.7,10000
2024/9/9 9:00,1013.7,806.7,20.3,96,19.7,7000
2024/9/9 10:00,1014,806.9,20,98,19.7,7000
2024/9/9 11:00,1014,806.9,19.8,98,19.5,10000
2024/9/9 12:00,1015,807.7,19.4,99,19.2,5000
2024/9/9 13:00,1015.7,808.3,19.2,99,19,4000
2024/9/9 14:00,1016.9,809.2,18.4,99,18.2,5000
2024/9/9 15:00,1017,809.3,18.9,100,18.9,350
2024/9/9 16:00,1017,809.3,18.9,100,18.9,7000
2024/9/9 17:00,1018.5,810.5,19,99,18.8,250
2024/9/9 18:00,1017.6,809.8,18.4,100,18.4,450
2024/9/9 19:00,1017.1,809.4,18.6,100,18.6,1100
2024/9/9 20:00,1016.4,808.8,18.6,100,18.6,600
2024/9/9 21:00,1016.5,808.9,18.3,100,18.3,300
2024/9/9 22:00,1016.4,808.8,18.4,100,18.4,2000
2024/9/9 23:00,1016.7,809.1,18.3,100,18.3,1200
2024/9/10 0:00,1016.6,809,17.8,94,16.8,30000
2024/9/10 1:00,1017.1,809.4,21.2,77,17.1,30000
2024/9/10 2:00,1018.5,810.4,22.5,65,15.7,30000
2024/9/10 3:00,1018.5,810.4,22.9,61,15.1,30000
2024/9/10 4:00,1018,810,25,56,15.8,30000
2024/9/10 5:00,1017.6,809.7,23.8,58,15.2,30000
2024/9/10 6:00,1016.7,809,25.2,56,16,30000
2024/9/10 7:00,1015.6,808.1,25.9,54,16.1,30000
2024/9/10 8:00,1014.6,807.3,26.3,55,16.7,30000
2024/9/10 9:00,1013.8,806.7,26.3,52,15.8,30000
2024/9/10 10:00,1013.7,806.6,26.1,53,16,30000
2024/9/10 11:00,1014.1,806.9,24.7,59,16.3,30000
2024/9/10 12:00,1015.7,808.2,22.7,68,16.6,30000
2024/9/10 13:00,1017.2,809.5,17.8,90,16.2,30000
2024/9/10 14:00,1018.2,810.3,19.1,85,16.6,10000
2024/9/10 15:00,1018.6,810.6,19.6,80,16.1,10000
2024/9/10 16:00,1019.1,811,20.4,73,15.5,10000
2024/9/10 17:00,1017.1,809.4,19.1,100,19.1,650
2024/9/10 18:00,1016.5,808.9,19.1,100,19.1,4200
2024/9/10 19:00,1016.1,808.6,18.8,100,18.8,4400
2024/9/10 20:00,1015.9,808.4,18.1,100,18.1,4000
2024/9/10 21:00,1015.2,807.9,17.6,98,17.3,10000
2024/9/10 22:00,1015.5,808.1,17.4,96,16.8,10000
2024/9/10 23:00,1016,808.5,17.7,97,17.2,30000
2024/9/11 0:00,1018.9,810.8,20.2,68,14.2,30000
2024/9/11 1:00,1019.1,811,21.3,64,14.3,30000
2024/9/11 2:00,1019.4,811.1,22.7,61,14.9,30000
2024/9/11 3:00,1020.4,811.9,23.8,56,14.6,30000
2024/9/11 4:00,1020.4,811.9,24.5,55,15,30000
2024/9/11 5:00,1020.3,811.8,23.9,58,15.3,30000
2024/9/11 6:00,1019.3,811,24.4,56,15.2,30000
2024/9/11 7:00,1018.2,810.2,26,50,15,30000
2024/9/11 8:00,1017,809.2,25.4,51,14.7,30000
2024/9/11 9:00,1016.4,808.7,25.4,51,14.7,30000
2024/9/11 10:00,1016.2,808.6,24.9,54,15.1,30000
2024/9/11 11:00,1016.9,809.1,23.4,58,14.8,30000
2024/9/11 12:00,1017.9,810,21.6,68,15.5,30000
2024/9/11 13:00,1019,810.9,20.9,69,15.1,30000
2024/9/11 14:00,1020.1,811.8,20.4,71,15.1,10000
2024/9/11 15:00,1020.6,812.2,19.7,78,15.8,10000
2024/9/11 16:00,1020.6,812.2,20.6,71,15.2,10000
2024/9/11 17:00,1019.3,811.1,20.5,72,15.4,10000
2024/9/11 18:00,1018.7,810.7,20.3,72,15.2,10000
2024/9/11 19:00,1018.5,810.5,19.9,72,14.8,10000
2024/9/11 20:00,1018.6,810.6,18.7,79,15,10000
2024/9/11 21:00,1018.4,810.4,19.7,73,14.8,10000
2024/9/11 22:00,1018,810.1,18.7,76,14.4,10000
2024/9/11 23:00,1018.6,810.6,19.7,69,13.9,20000
2024/9/12 0:00,1019.5,811.3,20,71,14.7,30000
2024/9/12 1:00,1020.4,812,21,68,15,30000
2024/9/12 2:00,1021.3,812.7,21.1,69,15.3,30000
2024/9/12 3:00,1021.6,813,21,71,15.6,30000
2024/9/12 4:00,1021.4,812.8,21.3,70,15.7,30000
2024/9/12 5:00,1021,812.5,21.2,71,15.8,30000
2024/9/12 6:00,1020.3,811.9,21.1,73,16.2,30000
2024/9/12 7:00,1019.4,811.2,21.5,76,17.2,30000
2024/9/12 8:00,1018.6,810.5,22.3,69,16.4,30000
2024/9/12 9:00,1018.1,810.2,21.8,70,16.2,30000
2024/9/12 10:00,1018,810,22.4,67,16.1,30000
2024/9/12 11:00,1018.2,810.3,21,72,15.8,30000
2024/9/12 12:00,1018.9,810.8,20.2,77,16.1,30000
2024/9/12 13:00,1019.8,811.5,19.6,81,16.3,30000
2024/9/12 14:00,1020.4,812,19.1,81,15.8,10000
2024/9/12 15:00,1020.8,812.3,18,90,16.4,10000
2024/9/12 16:00,1020.8,812.3,17.3,95,16.5,10000
2024/9/12 17:00,1020.4,812,20.5,70,14.9,10000
2024/9/12 18:00,1020,811.7,19.7,75,15.2,10000
2024/9/12 19:00,1019.5,811.3,18.7,82,15.6,10000
2024/9/12 20:00,1018.7,810.7,18,81,14.7,10000
2024/9/12 21:00,1018.7,810.7,18.3,79,14.7,10000
2024/9/12 22:00,1019.1,811,19,76,14.7,10000
2024/9/12 23:00,1018.6,810.6,19.5,73,14.6,30000
2024/9/13 0:00,1019.5,811.3,16.9,98,16.6,8000
2024/9/13 1:00,1020.4,812,17.4,97,16.9,8000
2024/9/13 2:00,1020.6,812.2,17.8,97,17.3,6000
2024/9/13 3:00,1020.8,812.3,18.6,95,17.8,10000
2024/9/13 4:00,1020.8,812.3,19.1,96,18.5,10000
2024/9/13 5:00,1020,811.7,21.3,78,17.4,10000
2024/9/13 6:00,1019.1,811,19.2,98,18.9,10000
2024/9/13 7:00,1018.6,810.6,18.2,96,17.6,10000
2024/9/13 8:00,1017.5,809.7,18.3,99,18.1,10000
2024/9/13 9:00,1017.1,809.4,19.9,85,17.3,30000
2024/9/13 10:00,1017.1,809.4,20.8,82,17.7,30000
2024/9/13 11:00,1017.6,809.8,19.7,88,17.7,30000
2024/9/13 12:00,1018.2,810.3,18.2,95,17.4,30000
2024/9/13 13:00,1018.6,810.6,17.1,97,16.6,30000
2024/9/13 14:00,1019.4,811.2,16.9,97,16.4,10000
2024/9/13 15:00,1019.8,811.5,17.2,98,16.9,10000
2024/9/13 16:00,1019.1,811,16.3,99,16.1,10000
2024/9/13 17:00,1020.3,811.9,16.7,97,16.2,10000
2024/9/13 18:00,1019.8,811.5,16.3,97,15.8,10000
2024/9/13 19:00,1019.1,811,16.6,97,16.1,10000
2024/9/13 20:00,1019,810.9,16.4,99,16.2,10000
2024/9/13 21:00,1018.6,810.6,17.3,97,16.8,10000
2024/9/13 22:00,1018.9,810.8,17.4,99,17.2,10000
2024/9/13 23:00,1019.1,811,16.9,98,16.6,7000
2024/9/14 0:00,1018.2,810.3,16.8,96,16.2,20000
2024/9/14 1:00,1019.3,811.1,17.9,95,17.1,30000
2024/9/14 2:00,1019.9,811.6,18.8,90,17.2,30000
2024/9/14 3:00,1019.9,811.6,19.9,84,17.2,30000
2024/9/14 4:00,1019.8,811.5,20.4,79,16.7,30000
2024/9/14 5:00,1019,810.8,22.4,72,17.2,30000
2024/9/14 6:00,1017.6,809.7,21.6,79,17.9,30000
2024/9/14 7:00,1016.5,808.8,21.4,86,19,30000
2024/9/14 8:00,1016.1,808.6,20,88,18,30000
2024/9/14 9:00,1015.4,808,20.6,85,18,30000
2024/9/14 10:00,1015.6,808.2,21.2,85,18.6,30000
2024/9/14 11:00,1016.5,808.9,19.2,92,17.9,30000
2024/9/14 12:00,1016.6,809,18.1,96,17.5,30000
2024/9/14 13:00,1017.7,809.9,17.7,97,17.2,10000
2024/9/14 14:00,1018.4,810.4,17.8,97,17.3,10000
2024/9/14 15:00,1019.1,811,17.9,99,17.7,2000
2024/9/14 16:00,1019.1,811,17.5,99,17.3,450
2024/9/14 17:00,1018.9,810.8,16.4,98,16.1,10000
2024/9/14 18:00,1018.2,810.3,15.3,99,15.2,10000
2024/9/14 19:00,1017.9,810,15,99,14.9,10000
2024/9/14 20:00,1017.5,809.7,15.6,99,15.5,1200
2024/9/14 21:00,1017.4,809.6,16,100,16,4000
2024/9/14 22:00,1017.5,809.7,16.1,100,16.1,10000
2024/9/14 23:00,1018,810.1,16.5,99,16.3,10000
2024/9/15 0:00,1017.4,809.6,17.4,99,17.2,2500
2024/9/15 1:00,1018.1,810.2,17.9,98,17.6,2500
2024/9/15 2:00,1018.5,810.5,17.9,97,17.4,4000
2024/9/15 3:00,1018.7,810.7,18.6,91,17.1,10000
2024/9/15 4:00,1018.6,810.6,20.1,85,17.5,10000
2024/9/15 5:00,1018.1,810.2,21.6,79,17.9,20000
2024/9/15 6:00,1017.2,809.4,21.6,78,17.7,20000
2024/9/15 7:00,1016.2,808.6,24,65,17.1,30000
2024/9/15 8:00,1015.5,808,23.7,68,17.6,30000
2024/9/15 9:00,1015.6,808.1,23.2,69,17.3,30000
2024/9/15 10:00,1015.6,808.1,21.6,74,16.8,30000
2024/9/15 11:00,1015.9,808.4,19.9,85,17.3,30000
2024/9/15 12:00,1016.7,809.1,18.9,93,17.8,10000
2024/9/15 13:00,1017.5,809.7,18.5,95,17.7,10000
2024/9/15 14:00,1018.4,810.4,18.2,97,17.7,10000
2024/9/15 15:00,1019.1,811,18,98,17.7,10000
2024/9/15 16:00,1019.4,811.2,17.5,99,17.3,2300
2024/9/15 17:00,1018.7,810.7,17.6,99,17.4,10000
2024/9/15 18:00,1017.9,810,17.1,99,16.9,2000
2024/9/15 19:00,1017.5,809.7,17,99,16.8,4900
2024/9/15 20:00,1017.2,809.5,17.2,99,17,9000
2024/9/15 21:00,1016.7,809.1,17.4,99,17.2,5000
2024/9/15 22:00,1016.7,809.1,17.3,99,17.1,1500
2024/9/15 23:00,1016.9,809.2,17.3,99,17.1,2000
2024/9/16 0:00,1018.1,810.2,17,100,17,400
2024/9/16 1:00,1019.6,811.4,17.2,100,17.2,400
2024/9/16 2:00,1020.3,811.9,17.5,100,17.5,400
2024/9/16 3:00,1020.4,812,17.6,100,17.6,4000
2024/9/16 4:00,1020.4,812,19.9,84,17.2,10000
2024/9/16 5:00,1020.3,811.9,20.9,81,17.6,10000
2024/9/16 6:00,1019.8,811.5,21.9,78,18,10000
2024/9/16 7:00,1018.8,810.6,22.3,78,18.4,30000
2024/9/16 8:00,1017.9,809.9,23.7,72,18.4,30000
2024/9/16 9:00,1017.5,809.6,22.8,75,18.2,30000
2024/9/16 10:00,1017.5,809.6,22.9,70,17.2,30000
2024/9/16 11:00,1018.1,810.2,21.7,83,18.7,30000
2024/9/16 12:00,1018.5,810.5,19.4,91,17.9,30000
2024/9/16 13:00,1019.6,811.4,18.2,97,17.7,10000
2024/9/16 14:00,1020.5,812.1,18.5,94,17.5,10000
2024/9/16 15:00,1021.3,812.7,18.5,96,17.9,10000
2024/9/16 16:00,1021.4,812.8,18.7,96,18.1,10000
2024/9/16 17:00,1019.1,811,17.4,99,17.2,1000
2024/9/16 18:00,1018.2,810.3,17.1,99,16.9,1900
2024/9/16 19:00,1018,810.1,17.5,99,17.3,7000
2024/9/16 20:00,1017.1,809.4,17.4,99,17.2,1500
2024/9/16 21:00,1017.1,809.4,17.2,99,17,300
2024/9/16 22:00,1016.9,809.2,17.1,100,17.1,400
2024/9/16 23:00,1017.4,809.6,17.1,100,17.1,400
2024/9/17 0:00,1020.9,812.4,17.3,92,16,30000
2024/9/17 1:00,1021.8,813.1,18.8,89,17,30000
2024/9/17 2:00,1022.4,813.6,21.3,81,18,30000
2024/9/17 3:00,1022.5,813.7,22.7,67,16.4,30000
2024/9/17 4:00,1022.3,813.4,24.2,58,15.6,30000
2024/9/17 5:00,1021.8,813,25,54,15.2,30000
2024/9/17 6:00,1020.9,812.3,24.2,56,15,30000
2024/9/17 7:00,1019.8,811.4,26,49,14.7,30000
2024/9/17 8:00,1018.8,810.6,24.7,53,14.6,30000
2024/9/17 9:00,1017.9,809.9,25.3,52,14.9,30000
2024/9/17 10:00,1017.7,809.8,25.4,53,15.3,30000
2024/9/17 11:00,1017.9,809.9,24.3,56,15.1,30000
2024/9/17 12:00,1018.1,810.2,20.6,73,15.7,30000
2024/9/17 13:00,1019.4,811.2,20.1,78,16.2,30000
2024/9/17 14:00,1020.1,811.8,19.9,77,15.8,30000
2024/9/17 15:00,1020.4,812,19.7,77,15.6,30000
2024/9/17 16:00,1020.8,812.3,17.4,94,16.4,10000
2024/9/17 17:00,1021.8,813.1,18,86,15.7,10000
2024/9/17 18:00,1021.4,812.8,16.6,99,16.4,10000
2024/9/17 19:00,1020.6,812.2,16.6,93,15.5,10000
2024/9/17 20:00,1020.1,811.8,17.4,95,16.6,10000
2024/9/17 21:00,1019.8,811.5,17.9,87,15.7,10000
2024/9/17 22:00,1019.9,811.6,16.9,94,15.9,10000
2024/9/17 23:00,1020.4,812,16.3,98,16,30000
2024/9/18 0:00,1020.5,812.1,20.7,64,13.8,30000
2024/9/18 1:00,1021.1,812.6,22.4,60,14.4,30000
2024/9/18 2:00,1021.4,812.7,23.7,56,14.6,30000
2024/9/18 3:00,1021.4,812.7,24.5,53,14.5,30000
2024/9/18 4:00,1021,812.4,25,52,14.6,30000
2024/9/18 5:00,1020.4,811.9,25.7,50,14.7,30000
2024/9/18 6:00,1019.5,811.2,26.4,49,15,30000
2024/9/18 7:00,1018.5,810.4,26.8,47,14.8,30000
2024/9/18 8:00,1017.5,809.6,26.6,46,14.2,30000
2024/9/18 9:00,1016.9,809.1,27,46,14.6,30000
2024/9/18 10:00,1016.6,808.9,26.4,48,14.7,30000
2024/9/18 11:00,1016.6,808.9,25.1,57,16.1,30000
2024/9/18 12:00,1016.9,809.2,22,72,16.8,30000
2024/9/18 13:00,1018,810.1,21.2,81,17.9,20000
2024/9/18 14:00,1019.1,811,19.4,92,18.1,20000
2024/9/18 15:00,1020.1,811.8,20.4,94,19.4,20000
2024/9/18 16:00,1020.3,811.9,19.3,97,18.8,10000
2024/9/18 17:00,1020.5,812.1,18.2,84,15.5,10000
2024/9/18 18:00,1020.4,812,18.9,79,15.2,10000
2024/9/18 19:00,1020.4,812,18.4,79,14.7,10000
2024/9/18 20:00,1020.4,812,19.3,74,14.6,30000
2024/9/18 21:00,1020.6,812.2,18.7,79,15,30000
2024/9/18 22:00,1020.4,812,18.4,81,15.1,30000
2024/9/18 23:00,1020.3,811.9,19.5,73,14.6,30000
2024/9/19 0:00,1020.1,811.8,18.1,95,17.3,20000
2024/9/19 1:00,1021,812.5,19.6,90,17.9,30000
2024/9/19 2:00,1021.1,812.6,22.6,77,18.4,30000
